user_id,event_time,event_type,product_id,shipping_fee,discount,price,device,referral_source
U01559,2025-09-24 19:52:23.995527,purchase,P1021,11.78,49.31,97.4,mobile,email
U01560,2025-07-21 22:42:43.912580,visit,P1007,,,,mobile,email
U01560,2025-07-21 23:42:43.912580,view_product,P1085,,,72.17,desktop,email
U01561,2025-08-24 22:39:19.809420,visit,P1064,,,,desktop,ads
U01561,2025-08-25 00:26:19.809420,view_product,P1021,,,195.08,desktop,social
U01562,2025-08-13 16:37:39.180704,visit,P1022,,,,mobile,email
U01562,2025-08-13 17:28:39.180704,view_product,P1084,,,125.21,mobile,email
U01563,2025-08-25 07:19:37.224465,visit,P1081,,,,desktop,email
U01563,2025-08-25 07:30:37.224465,view_product,P1050,,,50.38,mobile,ads
U01564,2025-07-29 17:54:20.811991,visit,P1013,,,,tablet,ads
U01564,2025-07-29 18:40:20.811991,view_product,P1084,,,188.09,desktop,ads
U01565,2025-08-13 13:52:36.502371,visit,P1022,,,,tablet,social
U01565,2025-08-13 14:17:36.502371,view_product,P1032,,,178.55,tablet,organic
U01566,2025-10-06 05:41:30.673402,visit,P1020,,,,mobile,email
U01566,2025-10-06 05:53:30.673402,view_product,P1073,,,51.5,mobile,organic
U01567,2025-09-14 16:26:44.833754,visit,P1021,,,,tablet,social
U01567,2025-09-14 16:32:44.833754,view_product,P1051,,,20.04,desktop,organic
U01567,2025-09-14 17:47:44.833754,add_to_cart,P1024,,,53.32,desktop,email
U01567,2025-09-14 19:10:44.833754,checkout,P1091,4.63,,33.48,tablet,organic
U01567,2025-09-14 20:24:44.833754,purchase,P1047,15.26,26.94,51.97,mobile,email
U01568,2025-07-17 06:50:53.837296,visit,P1011,,,,tablet,ads
U01569,2025-09-14 06:31:23.329836,visit,P1053,,,,mobile,ads
U01569,2025-09-14 07:31:23.329836,view_product,P1004,,,77.67,desktop,social
U01570,2025-07-16 23:37:48.018648,visit,P1007,,,,desktop,social
U01570,2025-07-17 01:29:48.018648,view_product,P1036,,,59.31,tablet,email
U01570,2025-07-17 01:31:48.018648,add_to_cart,P1041,,,61.09,mobile,ads
U01570,2025-07-17 02:06:48.018648,checkout,P1056,16.52,,138.63,mobile,organic
U01571,2025-10-13 03:27:45.147820,visit,P1052,,,,mobile,organic
U01572,2025-08-09 06:19:45.610856,visit,P1036,,,,tablet,organic
U01572,2025-08-09 07:15:45.610856,view_product,P1025,,,148.77,desktop,email
U01573,2025-10-03 07:45:54.400171,visit,P1095,,,,mobile,social
U01573,2025-10-03 08:08:54.400171,view_product,P1084,,,181.06,tablet,email
U01574,2025-09-28 11:46:53.687897,visit,P1096,,,,mobile,social
U01574,2025-09-28 13:36:53.687897,view_product,P1032,,,128.79,mobile,organic
U01574,2025-09-28 15:21:53.687897,add_to_cart,P1054,,,165.59,desktop,email
U01574,2025-09-28 17:11:53.687897,checkout,P1065,11.01,,23.56,mobile,social
U01574,2025-09-28 18:31:53.687897,purchase,P1024,3.45,34.87,27.41,mobile,email
U01575,2025-08-27 01:02:40.999572,visit,P1039,,,,desktop,email
U01575,2025-08-27 01:12:40.999572,view_product,P1021,,,59.42,desktop,social
U01575,2025-08-27 02:52:40.999572,add_to_cart,P1025,,,110.18,desktop,email
U01575,2025-08-27 03:50:40.999572,checkout,P1001,3.31,,177.35,tablet,email
U01575,2025-08-27 05:26:40.999572,purchase,P1097,2.74,27.97,27.46,tablet,social
U01576,2025-08-14 21:28:32.783475,visit,P1055,,,,tablet,email
U01576,2025-08-14 21:37:32.783475,view_product,P1000,,,127.21,mobile,email
U01577,2025-09-12 16:05:44.798982,visit,P1034,,,,mobile,organic
U01577,2025-09-12 16:56:44.798982,view_product,P1030,,,77.83,tablet,organic
U01578,2025-08-20 03:58:58.732534,visit,P1028,,,,desktop,organic
U01578,2025-08-20 04:32:58.732534,view_product,P1006,,,74.85,tablet,social
U01578,2025-08-20 06:07:58.732534,add_to_cart,P1028,,,102.01,tablet,email
U01578,2025-08-20 06:43:58.732534,checkout,P1006,7.92,,87.53,tablet,social
U01578,2025-08-20 08:31:58.732534,purchase,P1044,17.57,12.82,94.54,desktop,ads
U01579,2025-09-15 11:28:00.571661,visit,P1096,,,,mobile,social
U01580,2025-10-07 10:07:11.878523,visit,P1008,,,,desktop,email
U01580,2025-10-07 12:00:11.878523,view_product,P1066,,,87.1,tablet,organic
U01580,2025-10-07 12:08:11.878523,add_to_cart,P1060,,,186.41,mobile,organic
U01581,2025-09-21 16:09:14.787340,visit,P1005,,,,tablet,social
U01582,2025-10-06 13:26:52.618574,visit,P1002,,,,desktop,ads
U01582,2025-10-06 14:13:52.618574,view_product,P1054,,,25.99,mobile,ads
U01582,2025-10-06 15:44:52.618574,add_to_cart,P1034,,,184.67,tablet,ads
U01582,2025-10-06 16:12:52.618574,checkout,P1061,12.89,,139.86,mobile,social
U01583,2025-09-07 23:21:48.272585,visit,P1015,,,,tablet,ads
U01583,2025-09-07 23:45:48.272585,view_product,P1053,,,93.86,desktop,email
U01583,2025-09-08 01:25:48.272585,add_to_cart,P1002,,,158.8,desktop,social
U01583,2025-09-08 02:08:48.272585,checkout,P1097,6.59,,127.6,mobile,social
U01584,2025-09-27 16:13:34.688227,visit,P1026,,,,desktop,ads
U01584,2025-09-27 17:43:34.688227,view_product,P1079,,,176.32,tablet,social
U01584,2025-09-27 18:35:34.688227,add_to_cart,P1040,,,163.79,tablet,email
U01584,2025-09-27 20:24:34.688227,checkout,P1085,12.74,,122.78,mobile,organic
U01584,2025-09-27 21:53:34.688227,purchase,P1033,12.96,28.05,157.7,mobile,social
U01585,2025-07-20 17:34:34.615537,visit,P1003,,,,desktop,social
U01585,2025-07-20 18:01:34.615537,view_product,P1007,,,157.26,desktop,ads
U01586,2025-09-16 02:38:12.226114,visit,P1001,,,,desktop,ads
U01586,2025-09-16 04:22:12.226114,view_product,P1022,,,158.01,tablet,organic
U01587,2025-07-24 01:06:50.984868,visit,P1020,,,,desktop,organic
U01587,2025-07-24 02:18:50.984868,view_product,P1089,,,78.11,mobile,ads
U01587,2025-07-24 03:18:50.984868,add_to_cart,P1094,,,184.6,mobile,social
U01588,2025-07-30 04:23:42.043774,visit,P1021,,,,desktop,email
U01588,2025-07-30 04:44:42.043774,view_product,P1091,,,145.18,tablet,ads
U01588,2025-07-30 06:38:42.043774,add_to_cart,P1098,,,62.73,desktop,email
U01589,2025-10-11 05:52:48.199656,visit,P1002,,,,mobile,email
U01589,2025-10-11 06:38:48.199656,view_product,P1078,,,196.11,desktop,organic
U01590,2025-08-04 13:55:35.489313,visit,P1043,,,,tablet,social
U01590,2025-08-04 14:20:35.489313,view_product,P1033,,,199.32,tablet,ads
U01590,2025-08-04 14:55:35.489313,add_to_cart,P1065,,,153.65,desktop,ads
U01590,2025-08-04 16:39:35.489313,checkout,P1018,15.66,,144.87,tablet,organic
U01591,2025-09-15 12:56:10.165483,visit,P1060,,,,tablet,organic
U01591,2025-09-15 13:46:10.165483,view_product,P1082,,,68.79,mobile,organic
U01592,2025-08-10 14:54:05.704378,visit,P1096,,,,mobile,organic
U01592,2025-08-10 15:43:05.704378,view_product,P1032,,,178.85,tablet,ads
U01593,2025-09-15 14:54:18.716007,visit,P1042,,,,mobile,ads
U01593,2025-09-15 15:52:18.716007,view_product,P1014,,,105.67,tablet,ads
U01594,2025-08-25 09:59:39.064973,visit,P1006,,,,mobile,organic
U01594,2025-08-25 11:05:39.064973,view_product,P1004,,,113.16,mobile,social
U01594,2025-08-25 11:26:39.064973,add_to_cart,P1067,,,49.81,desktop,ads
U01595,2025-09-25 03:39:07.611225,visit,P1038,,,,tablet,email
U01596,2025-07-14 19:32:26.961171,visit,P1002,,,,desktop,ads
U01596,2025-07-14 20:39:26.961171,view_product,P1074,,,193.87,tablet,ads
U01597,2025-08-05 15:23:31.951418,visit,P1011,,,,mobile,social
U01597,2025-08-05 16:33:31.951418,view_product,P1075,,,143.38,tablet,social
U01597,2025-08-05 18:23:31.951418,add_to_cart,P1060,,,93.11,mobile,organic
U01597,2025-08-05 19:35:31.951418,checkout,P1017,16.81,,63.22,mobile,social
U01597,2025-08-05 19:43:31.951418,purchase,P1022,19.89,21.06,141.05,desktop,email
U01598,2025-09-16 18:27:27.016896,visit,P1076,,,,desktop,ads
U01598,2025-09-16 19:50:27.016896,view_product,P1066,,,142.48,desktop,organic
U01598,2025-09-16 20:01:27.016896,add_to_cart,P1094,,,154.35,tablet,ads
U01598,2025-09-16 20:40:27.016896,checkout,P1047,4.3,,127.4,tablet,organic
U01598,2025-09-16 22:39:27.016896,purchase,P1028,9.17,12.43,52.88,desktop,social
U01599,2025-09-15 03:20:29.657098,visit,P1090,,,,mobile,ads
U01599,2025-09-15 04:39:29.657098,view_product,P1097,,,100.79,mobile,email
U01599,2025-09-15 05:11:29.657098,add_to_cart,P1017,,,172.0,tablet,email
U01599,2025-09-15 05:17:29.657098,checkout,P1028,13.97,,96.48,tablet,organic
U01599,2025-09-15 06:47:29.657098,purchase,P1056,15.8,38.94,70.11,mobile,ads
U01600,2025-08-17 14:32:42.240194,visit,P1089,,,,desktop,ads
U01600,2025-08-17 14:48:42.240194,view_product,P1091,,,122.59,desktop,ads
U01600,2025-08-17 15:55:42.240194,add_to_cart,P1091,,,92.01,mobile,ads
U01600,2025-08-17 16:12:42.240194,checkout,P1004,7.62,,165.22,tablet,social
U01600,2025-08-17 16:49:42.240194,purchase,P1016,7.46,15.52,166.99,tablet,ads
U01601,2025-08-04 21:03:25.429472,visit,P1032,,,,mobile,social
U01601,2025-08-04 21:27:25.429472,view_product,P1052,,,121.46,mobile,organic
U01601,2025-08-04 22:17:25.429472,add_to_cart,P1009,,,193.97,tablet,social
U01601,2025-08-04 22:40:25.429472,checkout,P1044,7.54,,197.35,tablet,ads
U01602,2025-09-24 12:21:00.632024,visit,P1093,,,,tablet,ads
U01602,2025-09-24 12:49:00.632024,view_product,P1070,,,152.26,desktop,social
U01602,2025-09-24 14:20:00.632024,add_to_cart,P1078,,,53.71,desktop,organic
U01602,2025-09-24 14:59:00.632024,checkout,P1032,10.5,,28.79,desktop,ads
U01602,2025-09-24 15:12:00.632024,purchase,P1077,10.56,9.48,157.6,mobile,ads
U01603,2025-07-15 11:33:26.666734,visit,P1003,,,,mobile,organic
U01603,2025-07-15 12:11:26.666734,view_product,P1083,,,196.2,tablet,social
U01603,2025-07-15 14:11:26.666734,add_to_cart,P1078,,,150.39,mobile,email
U01604,2025-08-03 00:34:41.610329,visit,P1004,,,,desktop,organic
U01604,2025-08-03 01:02:41.610329,view_product,P1002,,,56.74,tablet,social
U01604,2025-08-03 01:44:41.610329,add_to_cart,P1081,,,171.85,desktop,ads
U01604,2025-08-03 01:49:41.610329,checkout,P1069,8.7,,78.9,tablet,social
U01604,2025-08-03 02:28:41.610329,purchase,P1085,18.8,6.77,183.55,desktop,ads
U01605,2025-09-07 05:07:45.511622,visit,P1029,,,,desktop,ads
U01605,2025-09-07 05:11:45.511622,view_product,P1062,,,198.8,desktop,organic
U01606,2025-07-22 00:56:46.961656,visit,P1079,,,,desktop,ads
U01607,2025-07-18 00:13:01.695156,visit,P1099,,,,tablet,organic
U01608,2025-09-14 04:28:09.199341,visit,P1068,,,,mobile,organic
U01608,2025-09-14 04:39:09.199341,view_product,P1046,,,64.28,mobile,social
U01608,2025-09-14 05:58:09.199341,add_to_cart,P1012,,,188.56,desktop,email
U01608,2025-09-14 07:00:09.199341,checkout,P1097,13.03,,151.86,desktop,organic
U01608,2025-09-14 07:40:09.199341,purchase,P1039,9.82,6.03,49.41,mobile,organic
U01609,2025-10-09 10:40:21.545693,visit,P1084,,,,tablet,email
U01609,2025-10-09 12:29:21.545693,view_product,P1001,,,29.33,desktop,social
U01610,2025-09-15 16:47:26.180560,visit,P1044,,,,mobile,ads
U01610,2025-09-15 17:41:26.180560,view_product,P1073,,,157.12,mobile,organic
U01611,2025-09-18 12:31:29.999906,visit,P1095,,,,tablet,organic
U01611,2025-09-18 13:47:29.999906,view_product,P1061,,,54.81,desktop,organic
U01611,2025-09-18 14:12:29.999906,add_to_cart,P1023,,,165.87,desktop,email
U01611,2025-09-18 16:01:29.999906,checkout,P1070,12.18,,160.35,desktop,social
U01611,2025-09-18 16:05:29.999906,purchase,P1068,8.32,6.43,60.59,mobile,organic
U01612,2025-10-11 03:05:02.077032,visit,P1052,,,,desktop,organic
U01612,2025-10-11 04:45:02.077032,view_product,P1009,,,161.56,tablet,organic
U01613,2025-08-28 23:11:16.267422,visit,P1045,,,,mobile,social
U01613,2025-08-29 00:40:16.267422,view_product,P1084,,,49.96,tablet,email
U01613,2025-08-29 00:51:16.267422,add_to_cart,P1049,,,54.67,desktop,organic
U01614,2025-07-20 09:52:40.478080,visit,P1045,,,,tablet,organic
U01614,2025-07-20 10:37:40.478080,view_product,P1094,,,34.23,tablet,organic
U01615,2025-07-30 21:52:35.145405,visit,P1034,,,,tablet,social
U01615,2025-07-30 23:18:35.145405,view_product,P1077,,,139.95,desktop,organic
U01615,2025-07-31 00:41:35.145405,add_to_cart,P1060,,,20.48,desktop,organic
U01615,2025-07-31 01:57:35.145405,checkout,P1001,14.34,,77.41,desktop,organic
U01615,2025-07-31 03:07:35.145405,purchase,P1002,19.89,12.43,186.16,tablet,ads
U01616,2025-09-07 19:12:36.331092,visit,P1069,,,,mobile,ads
U01616,2025-09-07 20:28:36.331092,view_product,P1098,,,48.86,tablet,organic
U01617,2025-08-10 14:16:39.564146,visit,P1069,,,,tablet,social
U01618,2025-09-26 19:45:06.064717,visit,P1088,,,,tablet,organic
U01618,2025-09-26 21:10:06.064717,view_product,P1069,,,22.24,desktop,email
U01619,2025-08-06 17:20:33.113753,visit,P1048,,,,desktop,social
U01619,2025-08-06 18:51:33.113753,view_product,P1026,,,150.03,desktop,social
U01619,2025-08-06 19:08:33.113753,add_to_cart,P1024,,,128.88,desktop,email
U01620,2025-07-28 06:27:13.301039,visit,P1064,,,,mobile,social
U01620,2025-07-28 07:30:13.301039,view_product,P1092,,,193.69,tablet,social
U01621,2025-10-10 11:14:17.365730,visit,P1086,,,,tablet,organic
U01621,2025-10-10 12:31:17.365730,view_product,P1011,,,117.35,tablet,email
U01621,2025-10-10 14:22:17.365730,add_to_cart,P1011,,,55.94,mobile,social
U01621,2025-10-10 15:11:17.365730,checkout,P1042,10.74,,119.64,tablet,organic
U01621,2025-10-10 15:55:17.365730,purchase,P1051,4.82,32.91,40.06,tablet,social
U01622,2025-08-21 09:55:14.432415,visit,P1058,,,,tablet,ads
U01622,2025-08-21 10:14:14.432415,view_product,P1028,,,128.11,desktop,organic
U01622,2025-08-21 11:15:14.432415,add_to_cart,P1034,,,85.4,desktop,email
U01623,2025-09-17 12:07:15.057022,visit,P1007,,,,tablet,ads
U01623,2025-09-17 14:05:15.057022,view_product,P1025,,,34.39,mobile,email
U01624,2025-08-11 23:33:27.657852,visit,P1073,,,,desktop,ads
U01624,2025-08-12 00:47:27.657852,view_product,P1062,,,164.7,desktop,ads
U01624,2025-08-12 02:39:27.657852,add_to_cart,P1031,,,78.81,tablet,social
U01624,2025-08-12 04:38:27.657852,checkout,P1029,19.52,,44.82,desktop,organic
U01624,2025-08-12 06:13:27.657852,purchase,P1002,2.59,24.31,119.99,desktop,organic
U01625,2025-10-03 01:15:00.928378,visit,P1066,,,,desktop,organic
U01626,2025-08-04 00:40:39.841980,visit,P1030,,,,mobile,social
U01626,2025-08-04 01:31:39.841980,view_product,P1001,,,86.77,mobile,organic
U01627,2025-10-08 15:36:23.187932,visit,P1001,,,,tablet,organic
U01628,2025-08-30 08:57:24.190347,visit,P1075,,,,mobile,ads
U01629,2025-09-28 12:17:39.700108,visit,P1003,,,,mobile,email
U01629,2025-09-28 12:35:39.700108,view_product,P1033,,,81.01,tablet,ads
U01630,2025-09-07 12:46:20.581961,visit,P1072,,,,desktop,email
U01631,2025-10-05 23:25:24.397599,visit,P1023,,,,desktop,organic
U01631,2025-10-05 23:32:24.397599,view_product,P1068,,,97.47,mobile,social
U01632,2025-10-13 20:59:32.487816,visit,P1037,,,,tablet,email
U01633,2025-09-30 20:41:33.884760,visit,P1075,,,,mobile,organic
U01633,2025-09-30 21:22:33.884760,view_product,P1071,,,193.28,desktop,email
U01633,2025-09-30 23:21:33.884760,add_to_cart,P1065,,,36.3,tablet,organic
U01633,2025-10-01 00:42:33.884760,checkout,P1091,10.96,,90.07,tablet,email
U01633,2025-10-01 01:50:33.884760,purchase,P1036,15.24,19.91,93.11,mobile,email
U01634,2025-09-17 02:38:44.580662,visit,P1078,,,,desktop,organic
U01634,2025-09-17 03:19:44.580662,view_product,P1048,,,22.17,desktop,organic
U01634,2025-09-17 05:03:44.580662,add_to_cart,P1017,,,75.73,desktop,organic
U01634,2025-09-17 06:01:44.580662,checkout,P1057,17.27,,47.77,desktop,social
U01634,2025-09-17 06:04:44.580662,purchase,P1045,16.0,3.14,110.71,mobile,organic
U01635,2025-09-09 06:47:47.211872,visit,P1087,,,,mobile,organic
U01635,2025-09-09 07:44:47.211872,view_product,P1092,,,134.27,mobile,social
U01636,2025-08-16 12:43:52.688817,visit,P1006,,,,desktop,social
U01636,2025-08-16 13:57:52.688817,view_product,P1016,,,52.26,desktop,organic
U01636,2025-08-16 14:24:52.688817,add_to_cart,P1041,,,75.37,tablet,email
U01637,2025-09-07 23:16:56.241265,visit,P1093,,,,tablet,email
U01637,2025-09-07 23:44:56.241265,view_product,P1040,,,144.99,desktop,organic
U01638,2025-08-16 11:20:44.972689,visit,P1094,,,,mobile,social
U01639,2025-09-06 20:29:02.893809,visit,P1091,,,,desktop,ads
U01639,2025-09-06 21:24:02.893809,view_product,P1015,,,119.67,mobile,email
U01640,2025-09-13 18:33:58.515487,visit,P1085,,,,tablet,social
U01640,2025-09-13 19:24:58.515487,view_product,P1000,,,87.37,desktop,organic
U01640,2025-09-13 21:03:58.515487,add_to_cart,P1031,,,198.89,tablet,social
U01640,2025-09-13 22:52:58.515487,checkout,P1093,1.77,,67.76,mobile,organic
U01640,2025-09-14 00:05:58.515487,purchase,P1003,12.07,21.62,63.54,mobile,ads
U01641,2025-09-20 09:33:08.008409,visit,P1089,,,,desktop,ads
U01641,2025-09-20 11:14:08.008409,view_product,P1026,,,121.79,desktop,email
U01641,2025-09-20 11:48:08.008409,add_to_cart,P1071,,,185.88,desktop,ads
U01641,2025-09-20 13:26:08.008409,checkout,P1050,18.7,,181.24,desktop,social
U01642,2025-07-19 06:41:44.017966,visit,P1033,,,,mobile,social
U01643,2025-09-08 09:08:43.280497,visit,P1090,,,,mobile,ads
U01643,2025-09-08 10:41:43.280497,view_product,P1043,,,137.31,mobile,ads
U01644,2025-09-03 03:17:46.420871,visit,P1012,,,,desktop,organic
U01644,2025-09-03 03:26:46.420871,view_product,P1024,,,61.03,mobile,email
U01644,2025-09-03 04:04:46.420871,add_to_cart,P1038,,,109.04,mobile,ads
U01645,2025-09-16 08:42:15.544394,visit,P1061,,,,desktop,email
U01645,2025-09-16 10:33:15.544394,view_product,P1034,,,144.21,mobile,social
U01646,2025-09-06 12:38:34.075526,visit,P1055,,,,tablet,organic
U01646,2025-09-06 13:04:34.075526,view_product,P1028,,,42.38,mobile,social
U01646,2025-09-06 14:45:34.075526,add_to_cart,P1031,,,58.42,mobile,ads
U01647,2025-07-19 16:19:17.512379,visit,P1092,,,,mobile,ads
U01647,2025-07-19 17:23:17.512379,view_product,P1059,,,59.3,mobile,social
U01648,2025-10-12 00:21:08.794640,visit,P1004,,,,desktop,social
U01648,2025-10-12 02:20:08.794640,view_product,P1061,,,25.09,desktop,organic
U01649,2025-10-03 20:09:00.647949,visit,P1048,,,,mobile,email
U01649,2025-10-03 21:28:00.647949,view_product,P1079,,,110.62,desktop,ads
U01649,2025-10-03 22:49:00.647949,add_to_cart,P1093,,,168.34,tablet,social
U01650,2025-10-01 18:47:07.319384,visit,P1016,,,,desktop,email
U01650,2025-10-01 18:50:07.319384,view_product,P1055,,,105.18,desktop,ads
U01650,2025-10-01 19:45:07.319384,add_to_cart,P1017,,,86.83,mobile,social
U01650,2025-10-01 21:32:07.319384,checkout,P1005,4.9,,92.87,tablet,email
U01651,2025-10-09 03:34:40.703532,visit,P1051,,,,desktop,social
U01651,2025-10-09 05:08:40.703532,view_product,P1073,,,100.61,desktop,social
U01652,2025-08-25 23:21:51.503332,visit,P1027,,,,tablet,social
U01652,2025-08-26 00:57:51.503332,view_product,P1069,,,147.45,tablet,organic
U01653,2025-08-12 05:10:24.552905,visit,P1054,,,,mobile,email
U01653,2025-08-12 06:55:24.552905,view_product,P1036,,,127.5,tablet,ads
U01654,2025-07-21 16:02:48.770839,visit,P1055,,,,desktop,ads
U01654,2025-07-21 16:19:48.770839,view_product,P1028,,,195.56,desktop,social
U01654,2025-07-21 16:32:48.770839,add_to_cart,P1020,,,149.35,tablet,organic
U01655,2025-09-27 12:02:03.282959,visit,P1078,,,,desktop,email
U01655,2025-09-27 12:32:03.282959,view_product,P1000,,,145.96,mobile,social
U01656,2025-07-18 12:07:01.556126,visit,P1020,,,,mobile,ads
U01656,2025-07-18 13:52:01.556126,view_product,P1067,,,146.58,desktop,social
U01656,2025-07-18 14:31:01.556126,add_to_cart,P1081,,,49.09,desktop,social
U01656,2025-07-18 16:07:01.556126,checkout,P1062,1.28,,112.41,tablet,ads
U01657,2025-08-25 01:05:27.391154,visit,P1067,,,,tablet,social
U01657,2025-08-25 01:13:27.391154,view_product,P1069,,,195.06,desktop,organic
U01658,2025-08-26 08:55:50.898866,visit,P1009,,,,tablet,ads
U01658,2025-08-26 10:25:50.898866,view_product,P1073,,,135.64,desktop,email
U01659,2025-08-16 00:12:36.954081,visit,P1068,,,,desktop,social
U01659,2025-08-16 00:16:36.954081,view_product,P1041,,,112.76,tablet,social
U01659,2025-08-16 01:36:36.954081,add_to_cart,P1099,,,163.42,mobile,ads
U01660,2025-07-26 11:14:05.013002,visit,P1056,,,,mobile,ads
U01661,2025-09-01 16:25:01.288261,visit,P1069,,,,mobile,ads
U01661,2025-09-01 17:19:01.288261,view_product,P1051,,,43.83,mobile,social
U01661,2025-09-01 18:01:01.288261,add_to_cart,P1040,,,151.84,tablet,social
U01661,2025-09-01 18:37:01.288261,checkout,P1085,18.54,,190.46,desktop,email
U01662,2025-10-11 19:30:08.663228,visit,P1045,,,,mobile,ads
U01662,2025-10-11 20:03:08.663228,view_product,P1035,,,21.03,mobile,social
U01662,2025-10-11 21:11:08.663228,add_to_cart,P1066,,,161.64,desktop,ads
U01663,2025-07-24 02:05:11.553756,visit,P1053,,,,desktop,email
U01663,2025-07-24 02:38:11.553756,view_product,P1019,,,51.52,desktop,email
U01663,2025-07-24 03:12:11.553756,add_to_cart,P1065,,,125.97,desktop,email
U01663,2025-07-24 03:13:11.553756,checkout,P1025,4.03,,93.18,tablet,social
U01663,2025-07-24 03:16:11.553756,purchase,P1029,16.73,41.03,176.11,tablet,organic
U01664,2025-09-27 03:29:39.222931,visit,P1031,,,,desktop,ads
U01665,2025-09-23 23:54:15.177008,visit,P1034,,,,mobile,ads
U01665,2025-09-24 01:00:15.177008,view_product,P1007,,,51.2,tablet,email
U01665,2025-09-24 02:34:15.177008,add_to_cart,P1078,,,152.46,mobile,organic
U01666,2025-09-24 05:15:22.574684,visit,P1008,,,,mobile,email
U01666,2025-09-24 06:41:22.574684,view_product,P1074,,,158.63,tablet,organic
U01667,2025-09-17 06:00:18.276829,visit,P1073,,,,desktop,ads
U01667,2025-09-17 07:48:18.276829,view_product,P1019,,,119.94,mobile,ads
U01667,2025-09-17 08:35:18.276829,add_to_cart,P1034,,,114.79,desktop,email
U01667,2025-09-17 10:33:18.276829,checkout,P1026,7.08,,158.61,tablet,social
U01668,2025-08-27 21:42:49.333528,visit,P1001,,,,tablet,email
U01668,2025-08-27 22:46:49.333528,view_product,P1028,,,123.15,tablet,organic
U01668,2025-08-28 00:40:49.333528,add_to_cart,P1080,,,157.03,mobile,ads
U01669,2025-09-17 12:30:37.779303,visit,P1091,,,,tablet,email
U01669,2025-09-17 13:05:37.779303,view_product,P1005,,,164.26,mobile,email
U01670,2025-08-11 19:22:10.246191,visit,P1017,,,,desktop,email
U01671,2025-07-18 19:51:30.675353,visit,P1024,,,,desktop,ads
U01671,2025-07-18 19:57:30.675353,view_product,P1072,,,153.94,tablet,social
U01671,2025-07-18 20:58:30.675353,add_to_cart,P1055,,,102.85,tablet,email
U01672,2025-09-15 04:52:14.493761,visit,P1054,,,,tablet,email
U01672,2025-09-15 06:49:14.493761,view_product,P1092,,,48.61,mobile,ads
U01673,2025-08-09 22:46:14.459061,visit,P1066,,,,desktop,email
U01673,2025-08-09 23:00:14.459061,view_product,P1020,,,64.04,mobile,ads
U01673,2025-08-10 00:55:14.459061,add_to_cart,P1094,,,135.71,tablet,social
U01674,2025-09-29 03:27:01.911203,visit,P1058,,,,desktop,social
U01675,2025-09-23 06:26:30.304447,visit,P1056,,,,mobile,organic
U01675,2025-09-23 07:16:30.304447,view_product,P1075,,,58.45,tablet,organic
U01675,2025-09-23 08:04:30.304447,add_to_cart,P1067,,,186.2,mobile,social
U01675,2025-09-23 09:14:30.304447,checkout,P1037,15.58,,179.54,desktop,email
U01675,2025-09-23 10:27:30.304447,purchase,P1079,10.98,41.8,188.04,mobile,ads
U01676,2025-07-27 18:14:04.365576,visit,P1018,,,,mobile,social
U01676,2025-07-27 18:30:04.365576,view_product,P1064,,,190.25,mobile,ads
U01676,2025-07-27 20:24:04.365576,add_to_cart,P1060,,,142.28,tablet,organic
U01677,2025-09-14 02:50:15.644356,visit,P1054,,,,desktop,email
U01677,2025-09-14 04:42:15.644356,view_product,P1069,,,132.98,desktop,organic
U01678,2025-09-22 01:53:15.994190,visit,P1059,,,,desktop,email
U01678,2025-09-22 03:24:15.994190,view_product,P1080,,,162.39,desktop,social
U01678,2025-09-22 04:05:15.994190,add_to_cart,P1075,,,114.47,tablet,organic
U01678,2025-09-22 05:53:15.994190,checkout,P1026,9.26,,31.94,tablet,organic
U01678,2025-09-22 06:35:15.994190,purchase,P1007,11.16,15.12,111.79,tablet,social
U01679,2025-08-30 10:29:20.794347,visit,P1070,,,,mobile,email
U01679,2025-08-30 11:40:20.794347,view_product,P1052,,,56.97,mobile,ads
U01680,2025-08-31 03:16:24.145119,visit,P1019,,,,mobile,social
U01680,2025-08-31 04:44:24.145119,view_product,P1014,,,188.42,tablet,organic
U01681,2025-09-21 21:26:21.328154,visit,P1070,,,,tablet,organic
U01682,2025-09-29 08:35:10.690085,visit,P1069,,,,tablet,social
U01682,2025-09-29 10:24:10.690085,view_product,P1097,,,37.69,mobile,organic
U01683,2025-07-29 08:50:37.999504,visit,P1051,,,,desktop,organic
U01683,2025-07-29 10:42:37.999504,view_product,P1058,,,125.5,mobile,social
U01683,2025-07-29 12:22:37.999504,add_to_cart,P1071,,,45.92,tablet,ads
U01683,2025-07-29 12:51:37.999504,checkout,P1090,10.23,,187.35,desktop,email
U01684,2025-09-26 04:52:52.846897,visit,P1031,,,,tablet,email
U01684,2025-09-26 04:58:52.846897,view_product,P1041,,,102.84,tablet,social
U01685,2025-09-16 10:23:50.077758,visit,P1028,,,,mobile,email
U01685,2025-09-16 11:09:50.077758,view_product,P1001,,,164.07,desktop,ads
U01685,2025-09-16 12:44:50.077758,add_to_cart,P1021,,,171.18,tablet,ads
U01685,2025-09-16 12:57:50.077758,checkout,P1043,12.64,,142.64,desktop,social
U01686,2025-08-19 14:40:28.257096,visit,P1082,,,,mobile,social
U01686,2025-08-19 16:00:28.257096,view_product,P1094,,,60.08,desktop,email
U01686,2025-08-19 16:34:28.257096,add_to_cart,P1047,,,196.73,tablet,ads
U01687,2025-07-20 17:35:27.263965,visit,P1039,,,,desktop,organic
